-0.00010000143,3.26667
-9.9999427e-005,3.26667
-9.9997427e-005,3.26667
-9.9995427e-005,3.26667
-9.9993427e-005,3.26667
-9.9991427e-005,3.26667
-9.9989427e-005,3.26667
-9.9987427e-005,3.26667
-9.9985427e-005,3.26667
-9.9983427e-005,3.26667
-9.9981427e-005,3.26667
-9.9979427e-005,3.26667
-9.9977427e-005,3.26667
-9.9975427e-005,3.26667
-9.9973427e-005,3.26667
-9.9971427e-005,3.26667
-9.9969427e-005,3.26667
-9.9967427e-005,3.26667
-9.9965427e-005,3.26667
-9.9963427e-005,3.26667
-9.9961427e-005,3.26667
-9.9959427e-005,3.26667
-9.9957427e-005,3.26667
-9.9955427e-005,3.26667
-9.9953427e-005,3.26667
-9.9951427e-005,3.26667
-9.9949427e-005,3.26667
-9.9947427e-005,3.26667
-9.9945427e-005,3.26667
-9.9943427e-005,3.26667
-9.9941427e-005,3.26667
-9.9939427e-005,3.26667
-9.9937427e-005,3.26667
-9.9935427e-005,3.26667
-9.9933427e-005,3.26667
-9.9931427e-005,3.26667
-9.9929427e-005,3.26667
-9.9927427e-005,3.26667
-9.9925427e-005,3.26667
-9.9923427e-005,3.26667
-9.9921427e-005,3.26667
-9.9919427e-005,3.26667
-9.9917427e-005,3.26667
-9.9915427e-005,3.26667
-9.9913427e-005,3.26667
-9.9911427e-005,3.26667
-9.9909427e-005,3.26667
-9.9907427e-005,3.26667
-9.9905427e-005,3.3
-9.9903427e-005,3.3
-9.9901427e-005,3.26667
-9.9899427e-005,3.26667
-9.9897427e-005,3.3
-9.9895427e-005,3.3
-9.9893427e-005,3.3
-9.9891427e-005,3.3
-9.9889427e-005,3.3
-9.9887427e-005,3.3
-9.9885427e-005,3.26667
-9.9883427e-005,3.3
-9.9881427e-005,3.3
-9.9879427e-005,3.3
-9.9877427e-005,3.26667
-9.9875427e-005,3.26667
-9.9873427e-005,3.26667
-9.9871427e-005,3.3
-9.9869427e-005,3.3
-9.9867427e-005,3.3
-9.9865427e-005,3.3
-9.9863427e-005,3.3
-9.9861427e-005,3.3
-9.9859427e-005,3.3
-9.9857427e-005,3.26667
-9.9855427e-005,3.26667
-9.9853427e-005,3.26667
-9.9851427e-005,3.26667
-9.9849427e-005,3.3
-9.9847427e-005,3.3
-9.9845427e-005,3.3
-9.9843427e-005,3.3
-9.9841427e-005,3.26667
-9.9839427e-005,3.26667
-9.9837427e-005,3.26667
-9.9835427e-005,3.26667
-9.9833427e-005,3.26667
-9.9831427e-005,3.26667
-9.9829427e-005,3.26667
-9.9827427e-005,3.26667
-9.9825427e-005,3.3
-9.9823427e-005,3.26667
-9.9821427e-005,3.26667
-9.9819427e-005,3.26667
-9.9817427e-005,3.26667
-9.9815427e-005,3.26667
-9.9813427e-005,3.26667
-9.9811427e-005,3.26667
-9.9809427e-005,3.26667
-9.9807427e-005,3.26667
-9.9805427e-005,3.26667
-9.9803427e-005,3.26667
-9.9801427e-005,3.26667
-9.9799427e-005,3.26667
-9.9797427e-005,3.26667
-9.9795427e-005,3.26667
-9.9793427e-005,3.26667
-9.9791427e-005,3.26667
-9.9789427e-005,3.26667
-9.9787427e-005,3.3
-9.9785427e-005,3.3
-9.9783427e-005,3.3
-9.9781427e-005,3.3
-9.9779427e-005,3.3
-9.9777427e-005,3.3
-9.9775427e-005,3.26667
-9.9773427e-005,3.26667
-9.9771427e-005,3.26667
-9.9769427e-005,3.26667
-9.9767427e-005,3.26667
-9.9765427e-005,3.26667
-9.9763427e-005,3.26667
-9.9761427e-005,3.26667
-9.9759427e-005,3.26667
-9.9757427e-005,3.26667
-9.9755427e-005,3.26667
-9.9753427e-005,3.3
-9.9751427e-005,3.3
-9.9749427e-005,3.26667
-9.9747427e-005,3.26667
-9.9745427e-005,3.26667
-9.9743427e-005,3.26667
-9.9741427e-005,3.26667
-9.9739427e-005,3.26667
-9.9737427e-005,3.26667
-9.9735427e-005,3.26667
-9.9733427e-005,3.26667
-9.9731427e-005,3.26667
-9.9729427e-005,3.26667
-9.9727427e-005,3.26667
-9.9725427e-005,3.26667
-9.9723427e-005,3.26667
-9.9721427e-005,3.26667
-9.9719427e-005,3.26667
-9.9717427e-005,3.26667
-9.9715427e-005,3.26667
-9.9713427e-005,3.26667
-9.9711427e-005,3.26667
-9.9709427e-005,3.26667
-9.9707427e-005,3.26667
-9.9705427e-005,3.26667
-9.9703427e-005,3.26667
-9.9701427e-005,3.26667
-9.9699427e-005,3.26667
-9.9697427e-005,3.3
-9.9695427e-005,3.26667
-9.9693427e-005,3.26667
-9.9691427e-005,3.26667
-9.9689427e-005,3.26667
-9.9687427e-005,3.26667
-9.9685427e-005,3.26667
-9.9683427e-005,3.26667
-9.9681427e-005,3.26667
-9.9679427e-005,3.26667
-9.9677427e-005,3.26667
-9.9675427e-005,3.26667
-9.9673427e-005,3.26667
-9.9671427e-005,3.26667
-9.9669427e-005,3.26667
-9.9667427e-005,3.26667
